Jahr;Kennung;Bezeichnung ;Alter;Alter_von;insgesamt;A00-B99 Bestimmte infektiöse und parasitäre Krankheiten;C00-D48 Neubildungen;D50-D90 Krankheiten des Blutes und der blutbildenden Organe;E00-E90 Endokrine, Ernährungs und Stoffwechselkrankheiten;F00-F99 Psychische Verhaltensstörungen;G00-G99 Krankheiten des Nervensystems;H00-H59 Krankheiten des Auges und der Augenanhangsgebilde;H60-H95 Krankheiten des Ohres und des Warzenfortsatzes;I00-I99 Krankheiten des Kreislaufsystems;J00-J99 Krankheiten des  Atmungssystems;K00-K93 Krankheiten des Verdauungssystems;L00-L99 Krankheiten der Haut und der Unterhaut;M00-M99 Krankheiten des Muskelskelettsystems und des Bindegewebes;N00-N99 Krankheiten des Urogenitalsystems;O00-O99 Schwangerschaft, Geburt und Wochenbett;P00-P96 Best. Zustände, d. i. Ursprung i. d. Perinatalperiode haben;Q00-Q99 Angeborene Fehlbildungen,Deform. u. Chromosomenanomalien;R00-R99 Sympt.u.abnorm.klin.u.Laborbef.,d.andernorts n.klassif. sind;S00-T98 Verletzungen,Vergiftungen u.best.and. Folgen äuß. Ursachen;U00-U99 Schlüsselnummern für besondere Zwecke;Z00-Z99 Fakt.,d.d.Gesund. beeinfl. u.z.Inansp.d.Gesundheitsw.füh.;Diagnose unbekannt
2017;10;Schleswig-Holstein;unter 1 Jahr;0;27836;618;111;18;74;21;107;22;55;67;1440;354;104;13;283;1;6981;868;462;786;14;15437;14
2017;10;Schleswig-Holstein;1 bis unter 5 Jahre;1;9219;1059;271;77;119;202;427;103;180;62;2658;347;266;127;222;-;2;529;481;1928;13;158;1
2017;10;Schleswig-Holstein;5 bis unter 10 Jahre;5;6898;542;317;71;193;474;479;227;134;84;937;498;181;236;181;-;-;275;382;1624;12;63;-
2017;10;Schleswig-Holstein;10 bis unter 15 Jahre;10;9054;446;298;37;431;1217;526;160;109;178;525;858;177;660;284;8;-;281;819;1974;11;65;1
2017;10;Schleswig-Holstein;15 bis unter 20 Jahre;15;17957;725;377;65;369;3810;765;173;128;351;1378;1599;545;993;791;988;-;242;1619;2939;10;99;1
2017;10;Schleswig-Holstein;20 bis unter 25 Jahre;20;20296;584;410;73;260;3362;727;145;141;405;1374;1699;588;1030;1005;4156;-;161;1244;2777;9;149;6
2017;10;Schleswig-Holstein;25 bis unter 30 Jahre;25;26083;571;505;82;327;3233;782;168;181;510;1297;1905;579;1288;1354;9345;-;122;1230;2391;8;191;22
2017;10;Schleswig-Holstein;30 bis unter 35 Jahre;30;27658;479;709;64;402;3349;804;209;176;612;1155;2126;563;1481;1292;10796;-;103;1156;2005;7;158;19
2017;10;Schleswig-Holstein;35 bis unter 40 Jahre;35;25370;542;1121;94;428;3576;900;232;232;1032;1157;2483;493;1985;1515;6160;-;81;1284;1877;6;161;17
2017;10;Schleswig-Holstein;40 bis unter 45 Jahre;40;22870;472;1578;102;542;3326;994;296;269;1583;1061;2888;462;2570;1717;1268;-;98;1449;2028;5;153;14
2017;10;Schleswig-Holstein;45 bis unter 50 Jahre;45;33267;723;3185;160;888;4395;1592;488;385;3156;1412;4265;625;4493;2329;82;-;101;1760;3008;4;211;9
2017;10;Schleswig-Holstein;50 bis unter 55 Jahre;50;44616;929;4722;196;1119;5002;2211;833;481;5491;1988;5437;722;6372;2628;2;-;106;2189;3946;3;231;11
2017;10;Schleswig-Holstein;55 bis unter 60 Jahre;55;45957;1027;5675;205;1129;3671;2243;1042;447;7318;2456;5096;628;6412;2273;-;-;90;2047;3945;2;249;4
2017;10;Schleswig-Holstein;60 bis unter 65 Jahre;60;45353;1053;6368;243;1074;2266;1924;1300;408;8711;2832;4661;560;5933;2323;-;-;67;1892;3499;1;238;1
2017;10;Schleswig-Holstein;65 bis unter 70 Jahre;65;52476;1306;7869;310;1261;1519;2073;1918;423;11302;3431;5178;555;5949;2753;-;-;51;2165;4152;-;256;5
2017;10;Schleswig-Holstein;70 bis unter 75 Jahre;70;58261;1504;8185;387;1347;1336;2510;2230;424;13764;4017;5320;565;6413;2868;-;-;32;2326;4758;1;271;3
2017;10;Schleswig-Holstein;75 bis unter 80 Jahre;75;83222;2482;9750;621;2157;1623;3681;3346;511;20871;5533;7074;788;8422;4376;-;-;43;3753;7847;1;341;2
2017;10;Schleswig-Holstein;80 bis unter 85 Jahre;80;62204;2161;6164;609;2017;1191;2624;2055;338;16213;4191;5311;565;4999;3201;-;-;10;3089;7201;3;257;5
2017;10;Schleswig-Holstein;85 bis unter 90 Jahre;85;36233;1467;2649;467;1549;680;1186;839;157;9284;2749;3192;384;2029;1937;-;-;4;1872;5658;1;125;4
2017;10;Schleswig-Holstein;90 bis unter 95 Jahre;90;16495;736;867;240;803;295;462;238;42;4091;1377;1385;185;661;924;-;-;3;843;3292;-;51;-
2017;10;Schleswig-Holstein;95 Jahre und mehr;95;3768;148;152;61;196;72;92;32;7;839;324;317;47;127;211;-;-;-;181;948;-;13;1
2017;20;Hamburg;unter 1 Jahr;0;24762;640;72;21;57;20;101;20;38;34;1027;231;143;16;241;-;6149;630;336;594;-;14392;-
2017;20;Hamburg;1 bis unter 5 Jahre;1;6653;928;185;56;104;92;273;64;153;33;1934;289;256;107;166;-;3;360;251;1304;-;94;1
2017;20;Hamburg;5 bis unter 10 Jahre;5;3873;285;131;45;151;126;226;117;120;57;574;333;174;174;97;-;-;158;165;885;-;55;-
2017;20;Hamburg;10 bis unter 15 Jahre;10;4677;258;177;39;211;481;288;58;81;96;281;468;171;402;155;6;-;116;331;1011;-;46;1
2017;20;Hamburg;15 bis unter 20 Jahre;15;8414;387;207;39;166;1839;364;68;101;115;731;719;345;500;377;644;-;88;512;1147;-;65;-
2017;20;Hamburg;20 bis unter 25 Jahre;20;12001;347;234;45;140;2097;475;111;96;212;978;1090;439;521;621;2558;-;81;485;1330;-;141;-
2017;20;Hamburg;25 bis unter 30 Jahre;25;17937;384;476;44;195;2197;575;117;129;357;1099;1544;451;837;901;6158;-;100;631;1537;-;204;1
2017;20;Hamburg;30 bis unter 35 Jahre;30;22028;367;589;62;277;2512;568;146;175;514;1119;1758;415;1025;922;9192;-;73;625;1522;-;167;-
2017;20;Hamburg;35 bis unter 40 Jahre;35;19224;374;774;57;273;2417;631;204;187;714;838;1806;367;1137;996;6357;-;70;568;1310;-;143;1
2017;20;Hamburg;40 bis unter 45 Jahre;40;14665;349;1066;63;319;2206;707;160;203;970;725;1862;337;1340;948;1387;-;54;613;1250;-;105;1
2017;20;Hamburg;45 bis unter 50 Jahre;45;17849;416;1725;110;451;2495;902;345;197;1760;780;2432;413;2005;1113;98;-;64;745;1614;-;183;1
2017;20;Hamburg;50 bis unter 55 Jahre;50;22311;499;2541;100;539;2519;1148;494;278;2636;1124;2926;433;2680;1269;5;-;56;894;1978;-;192;-
2017;20;Hamburg;55 bis unter 60 Jahre;55;22967;541;2650;85;584;1979;1139;662;248;3458;1399;2794;344;2807;1237;2;-;52;827;1953;-;206;-
2017;20;Hamburg;60 bis unter 65 Jahre;60;22384;548;3061;131;552;1184;1055;722;243;4023;1590;2557;280;2488;1150;-;-;34;757;1856;-;152;1
2017;20;Hamburg;65 bis unter 70 Jahre;65;25342;619;3676;135;681;836;1106;988;192;5130;1888;2664;252;2599;1388;-;-;36;841;2107;-;204;-
2017;20;Hamburg;70 bis unter 75 Jahre;70;29869;789;4275;203;718;676;1379;1241;207;6519;2317;2767;289;3078;1529;-;-;21;1086;2594;-;180;1
2017;20;Hamburg;75 bis unter 80 Jahre;75;40708;1234;4883;301;1114;817;1804;1757;234;9437;3050;3692;338;3873;2256;-;-;16;1559;4100;-;241;2
2017;20;Hamburg;80 bis unter 85 Jahre;80;32060;1049;3047;316;1111;684;1321;1251;159;7605;2432;2824;305;2579;1763;-;-;7;1402;4024;-;180;1
2017;20;Hamburg;85 bis unter 90 Jahre;85;19895;730;1449;286;765;429;641;648;72;4725;1617;1637;234;1155;1237;-;-;4;881;3271;-;112;2
2017;20;Hamburg;90 bis unter 95 Jahre;90;10083;409;514;161;450;184;242;196;33;2418;975;786;118;441;636;-;-;-;468;1996;-;56;-
2017;20;Hamburg;95 Jahre und mehr;95;2669;121;121;34;122;41;63;30;1;608;277;187;18;84;180;-;-;1;124;647;-;10;-
2017;31;Braunschweig, Stat. Region;unter 1 Jahr;0;18286;492;104;31;34;21;85;21;51;16;1176;200;89;7;157;-;3216;482;348;611;-;11145;-
2017;31;Braunschweig, Stat. Region;1 bis unter 5 Jahre;1;6769;882;185;72;66;48;233;78;130;35;2085;270;192;89;159;-;-;397;296;1406;-;144;2
2017;31;Braunschweig, Stat. Region;5 bis unter 10 Jahre;5;4472;396;183;61;97;205;269;113;90;53;650;430;127;151;107;-;-;159;350;983;-;48;-
2017;31;Braunschweig, Stat. Region;10 bis unter 15 Jahre;10;5400;285;139;41;163;678;301;53;67;136;307;668;134;305;197;8;-;138;666;1075;-;39;-
2017;31;Braunschweig, Stat. Region;15 bis unter 20 Jahre;15;10325;449;195;103;150;1960;428;80;79;263;710;1152;352;515;492;560;-;133;1074;1593;-;37;-
2017;31;Braunschweig, Stat. Region;20 bis unter 25 Jahre;20;12500;436;209;34;167;2015;447;90;75;254;781;1250;422;505;668;2513;-;103;842;1613;-;76;-
2017;31;Braunschweig, Stat. Region;25 bis unter 30 Jahre;25;15866;335;329;31;242;1866;527;123;141;347;793;1384;366;646;753;5709;-;73;773;1349;-;78;1
2017;31;Braunschweig, Stat. Region;30 bis unter 35 Jahre;30;16716;293;449;44;246;1945;460;100;138;483;703;1460;369;771;765;6424;-;63;779;1128;-;96;-
2017;31;Braunschweig, Stat. Region;35 bis unter 40 Jahre;35;14504;290;588;56;275;2042;461;89;148;666;688;1517;351;973;869;3490;-;82;787;1051;-;81;-
2017;31;Braunschweig, Stat. Region;40 bis unter 45 Jahre;40;13028;277;989;60;322;1903;583;158;167;1055;603;1714;317;1257;964;699;-;46;784;1052;-;78;-
2017;31;Braunschweig, Stat. Region;45 bis unter 50 Jahre;45;18643;402;1807;82;559;2501;866;236;275;2002;838;2435;376;2154;1260;44;-;55;1083;1559;-;109;-
2017;31;Braunschweig, Stat. Region;50 bis unter 55 Jahre;50;25003;547;2933;104;726;2815;1186;331;332;3327;1130;3217;418;2986;1429;1;-;49;1303;2026;-;143;-
2017;31;Braunschweig, Stat. Region;55 bis unter 60 Jahre;55;27125;585;3331;128;728;2146;1213;529;338;4468;1407;3250;436;3405;1374;2;-;60;1276;2263;-;186;-
2017;31;Braunschweig, Stat. Region;60 bis unter 65 Jahre;60;28314;649;4102;157;757;1371;1112;591;326;5471;1756;3208;404;3309;1425;-;-;27;1245;2221;-;183;-
2017;31;Braunschweig, Stat. Region;65 bis unter 70 Jahre;65;31409;786;4523;195;811;1091;1336;862;338;6682;2002;3363;378;3331;1767;-;-;17;1334;2401;-;191;1
2017;31;Braunschweig, Stat. Region;70 bis unter 75 Jahre;70;31205;828;4275;176;746;719;1217;1006;286;7309;2301;3180;263;3240;1629;-;-;6;1420;2414;-;190;-
2017;31;Braunschweig, Stat. Region;75 bis unter 80 Jahre;75;46469;1388;5255;426;1364;1075;1943;1590;324;11463;3187;4458;446;4728;2516;-;-;22;2085;3962;1;236;-
2017;31;Braunschweig, Stat. Region;80 bis unter 85 Jahre;80;37076;1373;3428;374;1317;802;1478;1047;197;9620;2630;3684;329;2960;1998;-;-;11;1780;3844;-;204;-
2017;31;Braunschweig, Stat. Region;85 bis unter 90 Jahre;85;23148;1062;1454;263;1216;512;703;455;117;5949;1967;2201;203;1192;1226;-;-;4;1164;3341;-;119;-
2017;31;Braunschweig, Stat. Region;90 bis unter 95 Jahre;90;10967;476;535;150;735;192;323;140;30;2715;974;1039;108;427;617;-;-;1;516;1939;-;50;-
2017;31;Braunschweig, Stat. Region;95 Jahre und mehr;95;2496;122;76;40;169;55;54;26;5;587;238;222;25;73;129;-;-;-;116;556;-;3;-
2017;32;Hannover, Stat. Region;unter 1 Jahr;0;24381;621;86;18;63;18;100;27;58;46;1188;260;121;7;221;-;5796;784;344;647;-;13976;-
2017;32;Hannover, Stat. Region;1 bis unter 5 Jahre;1;7419;1000;276;84;100;47;274;74;163;53;2174;281;231;92;157;-;1;450;309;1533;-;120;-
2017;32;Hannover, Stat. Region;5 bis unter 10 Jahre;5;5091;495;185;44;134;208;287;141;103;47;773;401;133;207;152;-;-;232;318;1181;-;50;-
2017;32;Hannover, Stat. Region;10 bis unter 15 Jahre;10;6451;457;182;39;243;798;372;86;80;112;442;648;144;438;234;9;-;143;623;1351;-;50;-
2017;32;Hannover, Stat. Region;15 bis unter 20 Jahre;15;12690;666;221;93;250;2449;604;100;97;239;868;1230;451;722;659;692;-;128;1174;1981;-;66;-
2017;32;Hannover, Stat. Region;20 bis unter 25 Jahre;20;15927;524;265;46;224;2438;576;108;99;265;1084;1482;545;800;857;3237;-;110;1137;2038;-;92;-
2017;32;Hannover, Stat. Region;25 bis unter 30 Jahre;25;19927;484;414;52;236;2284;652;102;140;374;994;1744;503;940;932;6961;-;92;1118;1789;-;116;-
2017;32;Hannover, Stat. Region;30 bis unter 35 Jahre;30;22013;435;524;70;291;2508;682;96;142;503;904;1911;453;1069;1027;8603;-;96;1082;1528;-;89;-
2017;32;Hannover, Stat. Region;35 bis unter 40 Jahre;35;19581;436;714;75;352;2660;638;137;166;818;895;2023;434;1420;1211;4831;-;61;1166;1447;-;97;-
2017;32;Hannover, Stat. Region;40 bis unter 45 Jahre;40;17341;364;1213;79;422;2501;792;182;196;1144;880;2235;400;1844;1296;992;-;75;1193;1465;-;66;2
2017;32;Hannover, Stat. Region;45 bis unter 50 Jahre;45;24258;563;2224;125;615;3136;1112;262;288;2390;1091;3249;577;3071;1601;66;-;74;1621;2054;-;139;-
2017;32;Hannover, Stat. Region;50 bis unter 55 Jahre;50;32128;758;3324;133;762;3444;1531;489;382;3981;1521;4091;612;4309;1861;4;-;97;1889;2786;-;154;-
2017;32;Hannover, Stat. Region;55 bis unter 60 Jahre;55;34054;717;3996;141;860;2626;1520;624;322;5308;1854;4104;526;4626;1893;-;-;52;1841;2869;-;175;-
2017;32;Hannover, Stat. Region;60 bis unter 65 Jahre;60;34673;814;4649;185;899;1804;1400;710;359;6317;2178;3910;446;4468;1850;-;-;50;1656;2778;-;200;-
2017;32;Hannover, Stat. Region;65 bis unter 70 Jahre;65;37596;991;5617;244;894;1103;1527;857;296;7793;2610;3927;442;4365;2047;-;-;33;1710;2956;-;184;-
2017;32;Hannover, Stat. Region;70 bis unter 75 Jahre;70;39175;1096;5207;250;981;888;1629;1133;321;8759;2707;4002;402;4285;2168;-;-;20;1889;3220;-;217;1
2017;32;Hannover, Stat. Region;75 bis unter 80 Jahre;75;57640;1792;6371;417;1618;1219;2408;1614;386;13962;3892;5581;564;5905;3209;-;-;22;2916;5485;-;279;-
2017;32;Hannover, Stat. Region;80 bis unter 85 Jahre;80;45681;1746;3946;424;1792;894;1805;1148;265;11663;3393;4560;404;3501;2382;-;-;11;2492;5047;1;207;-
2017;32;Hannover, Stat. Region;85 bis unter 90 Jahre;85;29556;1273;1820;397;1540;564;865;545;125;7561;2537;2946;308;1491;1493;-;-;2;1623;4331;-;135;-
2017;32;Hannover, Stat. Region;90 bis unter 95 Jahre;90;13838;633;558;187;891;267;356;153;32;3325;1352;1367;156;428;707;-;-;1;775;2587;-;63;-
2017;32;Hannover, Stat. Region;95 Jahre und mehr;95;3191;141;80;43;248;39;67;15;4;765;331;296;34;90;157;-;-;-;153;715;-;13;-
2017;33;Lüneburg, Stat. Region;unter 1 Jahr;0;19180;469;65;14;43;10;70;14;30;28;1002;218;94;8;198;-;3503;505;350;466;-;12093;-
2017;33;Lüneburg, Stat. Region;1 bis unter 5 Jahre;1;6615;835;143;60;70;85;286;41;98;48;2126;208;159;93;167;-;-;374;321;1368;-;130;3
2017;33;Lüneburg, Stat. Region;5 bis unter 10 Jahre;5;4844;433;109;70;138;208;314;128;69;59;787;352;128;229;127;-;-;192;358;1080;-;63;-
2017;33;Lüneburg, Stat. Region;10 bis unter 15 Jahre;10;6135;338;127;44;261;737;337;64;85;117;434;569;134;579;203;4;-;157;648;1255;-;42;-
2017;33;Lüneburg, Stat. Region;15 bis unter 20 Jahre;15;10828;484;214;49;262;2083;494;84;93;226;760;996;307;625;521;557;-;148;1026;1840;-;59;-
2017;33;Lüneburg, Stat. Region;20 bis unter 25 Jahre;20;11876;399;189;17;187;1813;414;67;106;208;719;1141;361;596;586;2673;-;82;653;1587;-;78;-
2017;33;Lüneburg, Stat. Region;25 bis unter 30 Jahre;25;14760;288;287;34;177;1514;500;64;98;228;685;1159;335;705;682;5804;-;61;679;1354;-;105;1
2017;33;Lüneburg, Stat. Region;30 bis unter 35 Jahre;30;15978;316;381;45;197;1611;499;85;116;349;632;1245;327;860;776;6652;-;61;558;1172;-;96;-
2017;33;Lüneburg, Stat. Region;35 bis unter 40 Jahre;35;14361;292;693;80;255;1625;516;85;132;521;651;1523;349;1159;797;3781;-;63;646;1100;-;93;-
2017;33;Lüneburg, Stat. Region;40 bis unter 45 Jahre;40;12643;336;854;79;301;1371;592;125;174;810;576;1717;307;1502;948;848;-;51;752;1225;-;75;-
2017;33;Lüneburg, Stat. Region;45 bis unter 50 Jahre;45;18286;417;1852;82;461;1853;933;224;224;1787;795;2486;421;2573;1279;24;-;62;912;1796;-;105;-
2017;33;Lüneburg, Stat. Region;50 bis unter 55 Jahre;50;25363;579;2810;100;616;2293;1313;415;333;3027;1194;3209;469;3577;1660;7;-;65;1186;2363;-;147;-
2017;33;Lüneburg, Stat. Region;55 bis unter 60 Jahre;55;26709;617;3425;122;667;1794;1188;454;342;3990;1424;3184;435;3874;1557;1;-;62;1154;2264;-;152;3
2017;33;Lüneburg, Stat. Region;60 bis unter 65 Jahre;60;27307;618;3849;172;615;1129;1275;576;309;4773;1562;3126;361;3809;1501;-;-;40;1107;2338;-;147;-
2017;33;Lüneburg, Stat. Region;65 bis unter 70 Jahre;65;30789;778;4721;188;662;734;1269;718;294;6240;2077;3336;344;3798;1783;-;-;40;1225;2411;-;171;-
2017;33;Lüneburg, Stat. Region;70 bis unter 75 Jahre;70;31782;885;4584;206;666;702;1468;777;260;6899;2204;3140;348;3715;1872;-;-;24;1352;2537;-;143;-
2017;33;Lüneburg, Stat. Region;75 bis unter 80 Jahre;75;44706;1325;5201;363;1180;833;2134;1186;324;10725;2989;4406;450;4849;2547;-;-;28;1939;4020;2;204;1
2017;33;Lüneburg, Stat. Region;80 bis unter 85 Jahre;80;33061;1226;3207;312;1096;499;1439;741;204;8558;2403;3107;374;2710;1850;-;-;6;1571;3612;-;146;-
2017;33;Lüneburg, Stat. Region;85 bis unter 90 Jahre;85;20281;854;1439;246;971;316;687;292;67;5271;1508;2082;236;1122;1105;-;-;2;1026;2976;1;80;-
2017;33;Lüneburg, Stat. Region;90 bis unter 95 Jahre;90;8978;415;487;150;438;117;250;88;24;2270;761;878;86;335;499;-;-;1;416;1738;-;25;-
2017;33;Lüneburg, Stat. Region;95 Jahre und mehr;95;2083;102;90;33;117;27;52;11;2;496;222;201;24;55;101;-;-;-;96;450;-;4;-
2017;34;Weser-Ems, Stat. Region;unter 1 Jahr;0;31538;737;125;34;98;20;119;42;69;63;1863;456;104;10;247;-;6815;1043;454;827;-;18412;-
2017;34;Weser-Ems, Stat. Region;1 bis unter 5 Jahre;1;10447;1314;344;146;159;90;308;67;150;64;3627;483;229;130;229;-;-;619;467;1838;-;183;-
2017;34;Weser-Ems, Stat. Region;5 bis unter 10 Jahre;5;7641;665;366;101;198;223;441;120;112;67;1404;711;183;300;241;-;-;379;523;1543;-;64;-
2017;34;Weser-Ems, Stat. Region;10 bis unter 15 Jahre;10;9528;515;293;126;381;896;538;82;110;218;714;1249;206;748;323;3;-;248;1012;1796;-;70;-
2017;34;Weser-Ems, Stat. Region;15 bis unter 20 Jahre;15;18009;774;432;125;395;3024;792;94;120;399;1308;2079;503;1020;953;1016;-;208;1774;2902;-;91;-
2017;34;Weser-Ems, Stat. Region;20 bis unter 25 Jahre;20;21916;709;337;73;289;3125;849;133;129;376;1366;2087;677;997;1194;4966;-;146;1455;2900;-;108;-
2017;34;Weser-Ems, Stat. Region;25 bis unter 30 Jahre;25;26718;596;470;65;353;2673;885;131;181;461;1302;2151;560;1175;1417;10320;-;102;1369;2350;-;157;-
2017;34;Weser-Ems, Stat. Region;30 bis unter 35 Jahre;30;27454;503;641;72;375;2762;821;116;178;632;1033;2297;515;1327;1463;11452;-;73;1178;1857;-;159;-
2017;34;Weser-Ems, Stat. Region;35 bis unter 40 Jahre;35;23101;445;961;86;415;2869;849;145;225;955;1028;2444;484;1737;1632;5416;-;80;1314;1897;-;119;-
2017;34;Weser-Ems, Stat. Region;40 bis unter 45 Jahre;40;21031;503;1497;90;540;2758;896;152;257;1577;904;2714;482;2394;1791;1031;-;55;1376;1914;-;100;-
2017;34;Weser-Ems, Stat. Region;45 bis unter 50 Jahre;45;30113;685;2620;153;861;3551;1402;292;384;2957;1378;3929;694;3854;2357;68;-;102;1818;2882;-;126;-
2017;34;Weser-Ems, Stat. Region;50 bis unter 55 Jahre;50;38713;863;3976;176;973;3882;1695;452;466;4952;1744;4824;790;5444;2498;4;-;72;2174;3553;-;175;-
2017;34;Weser-Ems, Stat. Region;55 bis unter 60 Jahre;55;41953;915;4977;199;1016;3035;1896;594;473;6649;2110;4957;702;5755;2317;-;1;76;2152;3921;-;208;-
2017;34;Weser-Ems, Stat. Region;60 bis unter 65 Jahre;60;41899;1008;5720;236;944;1952;1710;643;438;8004;2491;4669;603;5365;2300;-;-;50;2028;3508;-;230;-
2017;34;Weser-Ems, Stat. Region;65 bis unter 70 Jahre;65;44895;1207;6513;256;1119;1333;1718;840;385;9562;2931;4827;510;4957;2643;-;-;37;2125;3711;-;221;-
2017;34;Weser-Ems, Stat. Region;70 bis unter 75 Jahre;70;44023;1164;6138;309;1050;1015;1862;893;375;10093;3290;4380;466;4813;2466;-;-;16;2044;3441;-;208;-
2017;34;Weser-Ems, Stat. Region;75 bis unter 80 Jahre;75;62706;1949;7355;515;1767;1451;2378;1384;453;15710;4411;6031;643;5989;3466;-;-;27;3167;5740;1;269;-
2017;34;Weser-Ems, Stat. Region;80 bis unter 85 Jahre;80;47784;1768;4315;523;1828;1025;1754;915;252;12232;3881;4716;495;3500;2620;-;-;12;2623;5078;-;247;-
2017;34;Weser-Ems, Stat. Region;85 bis unter 90 Jahre;85;30612;1372;2009;427;1490;664;938;507;128;7786;3035;2942;317;1428;1622;-;-;3;1655;4126;-;163;-
2017;34;Weser-Ems, Stat. Region;90 bis unter 95 Jahre;90;12551;569;600;194;748;247;332;123;28;3034;1416;1154;149;431;684;-;-;-;670;2118;-;54;-
2017;34;Weser-Ems, Stat. Region;95 Jahre und mehr;95;2599;143;83;50;176;52;45;17;4;569;317;224;38;63;138;-;-;-;145;525;-;10;-
2017;40;Bremen;unter 1 Jahr;0;8502;190;36;6;9;6;63;6;15;19;320;76;31;6;89;-;1552;203;132;137;-;5606;-
2017;40;Bremen;1 bis unter 5 Jahre;1;2466;305;58;28;30;44;117;18;48;12;658;99;84;68;62;-;1;165;101;498;-;69;1
2017;40;Bremen;5 bis unter 10 Jahre;5;1604;112;46;25;67;40;126;47;36;20;228;134;50;84;56;-;-;78;87;342;-;26;-
2017;40;Bremen;10 bis unter 15 Jahre;10;1924;87;31;14;99;193;136;17;24;50;117;199;67;183;77;3;-;45;144;426;-;12;-
2017;40;Bremen;15 bis unter 20 Jahre;15;3747;152;95;22;94;727;131;32;44;76;263;369;147;192;207;330;-;41;246;552;-;27;-
2017;40;Bremen;20 bis unter 25 Jahre;20;5135;137;92;15;66;778;157;23;40;54;319;424;203;213;308;1414;-;30;208;616;-;38;-
2017;40;Bremen;25 bis unter 30 Jahre;25;7023;165;137;24;89;936;198;24;46;123;359;551;192;292;345;2598;-;25;259;612;-;47;1
2017;40;Bremen;30 bis unter 35 Jahre;30;7457;108;213;23;116;1069;163;34;47;146;318;532;203;306;323;2969;-;20;230;581;-;56;-
2017;40;Bremen;35 bis unter 40 Jahre;35;6335;135;261;16;107;1245;186;21;47;155;246;550;159;385;339;1699;-;14;231;495;-;44;-
2017;40;Bremen;40 bis unter 45 Jahre;40;5572;122;412;25;140;1095;160;42;57;314;276;658;155;514;349;406;-;14;259;541;-;32;1
2017;40;Bremen;45 bis unter 50 Jahre;45;7013;150;709;32;192;1290;232;80;82;619;366;804;182;791;430;23;-;20;305;668;-;38;-
2017;40;Bremen;50 bis unter 55 Jahre;50;8885;171;1048;55;218;1348;312;125;122;939;473;1067;192;1036;520;6;-;13;364;828;-;48;-
2017;40;Bremen;55 bis unter 60 Jahre;55;9347;211;1287;50;257;895;342;135;104;1237;601;1069;179;1240;481;-;-;16;354;842;-;47;-
2017;40;Bremen;60 bis unter 65 Jahre;60;9433;196;1529;47;230;581;274;146;82;1583;691;1020;124;1205;489;-;-;13;310;867;-;46;-
2017;40;Bremen;65 bis unter 70 Jahre;65;10634;271;1880;61;256;364;345;211;72;1946;795;1157;171;1153;553;-;-;9;356;991;1;42;-
2017;40;Bremen;70 bis unter 75 Jahre;70;11557;320;1997;83;271;220;404;255;65;2197;1023;1098;139;1376;631;-;-;6;390;1043;-;39;-
2017;40;Bremen;75 bis unter 80 Jahre;75;15913;498;2320;151;411;358;538;348;102;3347;1294;1566;175;1567;915;-;-;10;583;1688;-;42;-
2017;40;Bremen;80 bis unter 85 Jahre;80;12239;418;1391;106;451;219;439;256;55;2856;983;1189;137;973;640;-;-;4;467;1620;2;33;-
2017;40;Bremen;85 bis unter 90 Jahre;85;7712;318;596;98;341;120;199;116;26;1828;656;671;118;442;423;-;-;-;283;1458;-;19;-
2017;40;Bremen;90 bis unter 95 Jahre;90;3615;152;179;45;196;64;65;41;10;832;335;326;62;112;195;-;-;-;141;852;-;8;-
2017;40;Bremen;95 Jahre und mehr;95;960;48;28;10;51;8;24;6;1;208;98;81;18;21;57;-;-;-;28;272;-;1;-
2017;51;Düsseldorf, Regierungsbezirk;unter 1 Jahr;0;65660;2003;216;80;154;70;314;86;107;144;4285;879;324;33;650;-;12073;2173;1233;1878;-;38958;-
2017;51;Düsseldorf, Regierungsbezirk;1 bis unter 5 Jahre;1;22938;3017;708;216;255;370;757;155;315;128;7382;1017;691;297;596;-;2;1435;1332;3862;-;403;-
2017;51;Düsseldorf, Regierungsbezirk;5 bis unter 10 Jahre;5;15878;1395;595;227;361;795;788;315;255;182;2684;1301;568;529;555;-;-;718;1200;3201;1;208;-
2017;51;Düsseldorf, Regierungsbezirk;10 bis unter 15 Jahre;10;19250;1084;480;104;656;2116;1005;216;241;414;1328;2250;608;1105;749;26;-;514;2502;3700;-;152;-
2017;51;Düsseldorf, Regierungsbezirk;15 bis unter 20 Jahre;15;33609;1760;670;116;619;5638;1430;239;259;758;2533;3849;1331;1684;1848;2367;-;403;3324;4592;-;189;-
2017;51;Düsseldorf, Regierungsbezirk;20 bis unter 25 Jahre;20;40875;1547;811;147;536;5219;1513;284;288;760;2914;4091;1458;1922;2662;9454;-;245;2402;4445;-;177;-
2017;51;Düsseldorf, Regierungsbezirk;25 bis unter 30 Jahre;25;55172;1375;1277;201;731;6134;1890;304;395;1147;2937;4991;1494;2583;3211;19351;-;239;2392;4282;-;238;-
2017;51;Düsseldorf, Regierungsbezirk;30 bis unter 35 Jahre;30;58298;1128;1697;196;770;6036;2005;344;404;1463;2601;5137;1213;3056;3293;22696;-;203;2241;3537;-;277;1
2017;51;Düsseldorf, Regierungsbezirk;35 bis unter 40 Jahre;35;52775;1126;2412;230;945;6610;2291;316;483;2113;2423;5566;1215;3846;3817;13160;-;178;2230;3565;-;249;-
